ID;Pays;Institution;;Equipes;Titre;TypeCoop;Motcle1;Motcle2;Motcle3;Motcle4;Motcle5;Budget;Bailleurs;Debut;Fin;Nb Copublications;;Role;StatutGM;NumGM;Lien;Nbpartenaires;Resume
ZIKAlliance;Royaume-Uni;THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD;The Chancellor, Masters And Scholars Of The University Of Oxford;;A global alliance for Zika virus control and prevention;Projet scientifique;Zika;One Health;Infectious diseases;;;11 964 209,00 ?;Commission EuropÇenne;01/10/2016;30/09/2021;;;;;;;;
ZIKAlliance;Royaume-Uni;LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE ROYAL CHARTER;London School Of Hygiene And Tropical Medicine Royal Charter;;A global alliance for Zika virus control and prevention;Projet scientifique;Zika;One Health;Infectious diseases;;;11 964 209,00 ?;Commission EuropÇenne;01/10/2016;30/09/2021;;;;;;;;
ZIKAlliance;Royaume-Uni;UNIVERSITY OF GLASGOW;University Of Glasgow;;A global alliance for Zika virus control and prevention;Projet scientifique;Zika;One Health;Infectious diseases;;;11 964 209,00 ?;Commission EuropÇenne;01/10/2016;30/09/2021;;;;;;;;
ZIKAlliance;SÇnÇgal;INSTITUT PASTEUR DE DAKAR;Institut Pasteur De Dakar;;A global alliance for Zika virus control and prevention;Projet scientifique;Zika;One Health;Infectious diseases;;;11 964 209,00 ?;Commission EuropÇenne;01/10/2016;30/09/2021;;;;;;;;
ZIKAlliance;Suisse;EIDGENOESSISCHES DEPARTEMENT DES INNERN;Eidgenoessisches Departement Des Innern;;A global alliance for Zika virus control and prevention;Projet scientifique;Zika;One Health;Infectious diseases;;;11 964 209,00 ?;Commission EuropÇenne;01/10/2016;30/09/2021;;;;;;;;
ZIKAlliance;Suisse;UNIVERSITAT ZURICH;Universitat Zurich;;A global alliance for Zika virus control and prevention;Projet scientifique;Zika;One Health;Infectious diseases;;;11 964 209,00 ?;Commission EuropÇenne;01/10/2016;30/09/2021;;;;;;;;
ZIKAlliance;Suisse;FONDAZIONE PER L ISTITUTO DI RICERCA IN BIOMEDICINA;Fondazione Per L Istituto Di Ricerca In Biomedicina;;A global alliance for Zika virus control and prevention;Projet scientifique;Zika;One Health;Infectious diseases;;;11 964 209,00 ?;Commission EuropÇenne;01/10/2016;30/09/2021;;;;;;;;
SoNAR-Global;Allemagne;LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN;Ludwig-Maximilians-Universitaet Muenchen;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;Autriche;MEDIZINISCHE UNIVERSITAET WIEN;Medizinische Universitaet Wien;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;Bangladesh;BRAC UNIVERSITY;Brac University;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;France;Institut Pasteur;Institut Pasteur;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;coordinateur;;;;;
SoNAR-Global;Italie;FONDAZIONE CENTRO STUDI INVESTIMENTI SOCIALI - CENSIS;Fondazione Centro Studi Investimenti Sociali - Censis;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;Malte;UNIVERSITA TA MALTA;Universita Ta Malta;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;Ouganda;MAKERERE UNIVERSITY;Makerere University;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;Pays-Bas;STICHTING AMSTERDAM INSTITUTE FOR GLOBAL HEALTH AND DEVELOPMENT;Stichting Amsterdam Institute For Global Health And Development;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;Pays-Bas;STICHTING NEDERLANDS INSTITUUT VOOR ONDERZOEK VAN DE GEZONDHEIDSZORG;Stichting Nederlands Instituut Voor Onderzoek Van De Gezondheidszorg;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;Royaume-Uni;UNIVERSITY COLLEGE LONDON;University College London;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;Royaume-Uni;INSTITUTE OF DEVELOPMENT STUDIES;Institute Of Development Studies;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;SÇnÇgal;CENTRE REGIONAL DE RECHERCHE ET DE FORMATION A LA PRISE EN CHARGE CLINIQUE DU VIH SIDA ET MALADIES ASSOCIEES DE DAKAR CRCF;Centre Regional De Recherche Et De Formation A La Prise En Charge Clinique Du Vih Sida Et Maladies Associees De Dakar Crcf;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;SlovÇnie;UNIVERZA V LJUBLJANI;Univerza V Ljubljani;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;Thailande;MAHIDOL UNIVERSITY;Mahidol University;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
SoNAR-Global;Ukraine;STATE INSTITUTION PUBLIC HEALTH CENTER OF THE MINISTRY OF HEALTH OF UKRAINE;State Institution Public Health Center Of The Ministry Of Health Of Ukraine;;A Global Social Sciences Network for Infectious Threats and Antimicrobial Resistance;Projet scientifique;antibiotic resistance;infectious diseases;open-access platform;;;4 306 347,50 ?;Commission EuropÇenne;01/01/2019;31/12/2021;;;;;;;;
LeiSHield-MATI;AlgÇrie;Institut Pasteur d'AlgÇrie;Institut Pasteur D'AlgÇrie;;A multi-disciplinary international effort to identify clinical, molecular and social factors impacting cutaneous leishmaniasis;Projet scientifique;Leishmania ;parasitology;public and environmental health;;;1 750 500,00 ?;Commission EuropÇenne;01/04/2018;31/03/2022;;;;;;;;
LeiSHield-MATI;Belgique;PRINS LEOPOLD INSTITUUT VOOR TROPISCHE GENEESKUNDE;Prins Leopold Instituut Voor Tropische Geneeskunde;;A multi-disciplinary international effort to identify clinical, molecular and social factors impacting cutaneous leishmaniasis;Projet scientifique;Leishmania ;parasitology;public and environmental health;;;1 750 500,00 ?;Commission EuropÇenne;01/04/2018;31/03/2022;;;;;;;;
LeiSHield-MATI;France;Institut Pasteur;Institut Pasteur;;A multi-disciplinary international effort to identify clinical, molecular and social factors impacting cutaneous leishmaniasis;Projet scientifique;Leishmania ;parasitology;public and environmental health;;;1 750 500,00 ?;Commission EuropÇenne;01/04/2018;31/03/2022;;;coordinateur;;;;;
LeiSHield-MATI;France;ACOBIOM;Acobiom;;A multi-disciplinary international effort to identify clinical, molecular and social factors impacting cutaneous leishmaniasis;Projet scientifique;Leishmania ;parasitology;public and environmental health;;;1 750 500,00 ?;Commission EuropÇenne;01/04/2018;31/03/2022;;;;;;;;
LeiSHield-MATI;France;INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT;Institut De Recherche Pour Le Developpement;;A multi-disciplinary international effort to identify clinical, molecular and social factors impacting cutaneous leishmaniasis;Projet scientifique;Leishmania ;parasitology;public and environmental health;;;1 750 500,00 ?;Commission EuropÇenne;01/04/2018;31/03/2022;;;;;;;;
LeiSHield-MATI;France;COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES;Commissariat A L Energie Atomique Et Aux Energies Alternatives;;A multi-disciplinary international effort to identify clinical, molecular and social factors impacting cutaneous leishmaniasis;Projet scientifique;Leishmania ;parasitology;public and environmental health;;;1 750 500,00 ?;Commission EuropÇenne;01/04/2018;31/03/2022;;;;;;;;
LeiSHield-MATI;Iran;INSTITUT PASTEUR D'IRAN;Institut Pasteur D'Iran;;A multi-disciplinary international effort to identify clinical, molecular and social factors impacting cutaneous leishmaniasis;Projet scientifique;Leishmania ;parasitology;public and environmental health;;;1 750 500,00 ?;Commission EuropÇenne;01/04/2018;31/03/2022;;;;;;;;
LeiSHield-MATI;Maroc;Institut Pasteur Du Maroc;Institut Pasteur Du Maroc;;A multi-disciplinary international effort to identify clinical, molecular and social factors impacting cutaneous leishmaniasis;Projet scientifique;Leishmania ;parasitology;public and environmental health;;;1 750 500,00 ?;Commission EuropÇenne;01/04/2018;31/03/2022;;;;;;;;
LeiSHield-MATI;RÇpublique Tchäque;UNIVERZITA KARLOVA;Univerzita Karlova;;A multi-disciplinary international effort to identify clinical, molecular and social factors impacting cutaneous leishmaniasis;Projet scientifique;Leishmania ;parasitology;public and environmental health;;;1 750 500,00 ?;Commission EuropÇenne;01/04/2018;31/03/2022;;;;;;;;
LeiSHield-MATI;Suäde;GOETEBORGS UNIVERSITET;Goeteborgs Universitet;;A multi-disciplinary international effort to identify clinical, molecular and social factors impacting cutaneous leishmaniasis;Projet scientifique;Leishmania ;parasitology;public and environmental health;;;1 750 500,00 ?;Commission EuropÇenne;01/04/2018;31/03/2022;;;;;;;;
LeiSHield-MATI;Tunisie;INSTITUT PASTEUR DE TUNIS;Institut Pasteur De Tunis;;A multi-disciplinary international effort to identify clinical, molecular and social factors impacting cutaneous leishmaniasis;Projet scientifique;Leishmania ;parasitology;public and environmental health;;;1 750 500,00 ?;Commission EuropÇenne;01/04/2018;31/03/2022;;;;;;;;
AFRIPOX;Centrafrique;Institut Pasteur de Bangui;Institut Pasteur De Bangui;Arbovirus, emerging viruses and zoonos;A One Health study of monkeypox: human infection, animal reservoir, disease ecology and diagnostic tools;Projet scientifique;monkeypox;one health;zoonoses ;;;250 000,00 ?;Institut Pasteur;01/10/2019;30/09/2021;;;coordinateur;;;;;
AFRIPOX;France;Institut Pasteur;Institut Pasteur;UnitÇ de Recherche et d'Expertise EpidÇmiologie des Maladies Emergentes;A One Health study of monkeypox: human infection, animal reservoir, disease ecology and diagnostic tools;Projet scientifique;monkeypox;one health;zoonoses ;;;250 000,00 ?;Institut Pasteur;01/10/2019;30/09/2021;;;;;;;;
AFRIPOX;France;Institut Pasteur;Institut Pasteur;Anthropologie et Ecologie de l'Emergence des Maladies;A One Health study of monkeypox: human infection, animal reservoir, disease ecology and diagnostic tools;Projet scientifique;monkeypox;one health;zoonoses ;;;250 000,00 ?;Institut Pasteur;01/10/2019;30/09/2021;;;;;;;;
AFRIPOX;France;Institut Pasteur;Institut Pasteur;UnitÇ de recherche et d'expertise Environnement et risques infectieux;A One Health study of monkeypox: human infection, animal reservoir, disease ecology and diagnostic tools;Projet scientifique;monkeypox;one health;zoonoses ;;;250 000,00 ?;Institut Pasteur;01/10/2019;30/09/2021;;;;;;;;
LoveFood2Market;Allemagne;JOBST TECHNOLOGIES GMBH;Jobst Technologies Gmbh;;A portable MicroNanoBioSystem and Instrument for ultra-fast analysis of pathogens in food: Innovation from LOVE-FOOD lab prototype to a pre-commercial instrument;Projet scientifique;foodborne pathogen;data analysis;food safety;;;3 151 732,50 ?;Commission EuropÇenne;01/02/2016;30/04/2019;;;;;;;;
LoveFood2Market;France;SENSEOR SAS;Senseor Sas;;A portable MicroNanoBioSystem and Instrument for ultra-fast analysis of pathogens in food: Innovation from LOVE-FOOD lab prototype to a pre-commercial instrument;Projet scientifique;foodborne pathogen;data analysis;food safety;;;3 151 732,50 ?;Commission EuropÇenne;01/02/2016;30/04/2019;;;;;;;;
